142  37.607  25.962  -0.004   0.001  -0.042   0.001 263.683   0.001  -0.000   0.001   0.038   0.001
143  37.584  26.470  -0.006   0.001  -0.044   0.001 256.765   0.001  -0.000   0.001   0.038   0.001
144  37.559  26.977  -0.019   0.001  -0.044   0.001 251.407   0.001   0.000   0.001   0.025   0.001
145  37.533  27.484  -0.017   0.001  -0.050   0.001 355.352   0.001  -0.000   0.001   0.033   0.001
146  37.504  27.989  -0.028   0.001  -0.048   0.001 -333.743   0.001  -0.000   0.001   0.021   0.001
147  37.473  28.494  -0.020   0.001  -0.048   0.001 -310.519   0.001  -0.000   0.001   0.028   0.001
148  37.439  28.998  -0.007   0.001  -0.048   0.001 -290.252   0.001  -0.000   0.001   0.041   0.001
149  37.841  29.042   0.055   0.001  -0.048   0.001 -292.722   0.001   0.000   0.001   0.103   0.001
150  38.058  17.275  -0.000   0.001  -0.029   0.001 -279.549   0.001  -0.000   0.001   0.029   0.001
151  38.073  17.787  -0.001   0.001  -0.031   0.001 -276.058   0.001  -0.000   0.001   0.030   0.001
152  38.086  18.299  -0.002   0.001  -0.040   0.001 -278.296   0.001  -0.000   0.001   0.038   0.001
153  38.096  18.812   0.003   0.001  -0.054   0.001 -322.964   0.001  -0.000   0.001   0.057   0.001
154  38.105  19.325   0.007   0.001  -0.116   0.001 -289.657   0.001  -0.000   0.001   0.123   0.001
155  38.111  19.838  -0.001   0.001  -0.049   0.001 345.017   0.001  -0.000   0.001   0.047   0.001
156  38.115  20.351   0.062   0.001  -0.042   0.001 246.753   0.001  -0.000   0.001   0.104   0.001
157  38.117  20.865   2.316   0.001  -3.485   0.001 -166.040   0.001  -0.000   0.001   5.800   0.001
158  38.116  21.378   0.112   0.001  -0.048   0.001 259.794   0.001  -0.000   0.001   0.159   0.001
159  38.113  21.891   0.120   0.001  -0.122   0.001 334.953   0.001  -0.000   0.001   0.242   0.001
160  38.108  22.405   0.017   0.001  -0.048   0.001 -306.285   0.001  -0.000   0.001   0.065   0.001
161  38.101  22.918   0.009   0.001  -0.049   0.001 -296.994   0.001  -0.000   0.001   0.059   0.001
162  38.092  23.431   0.006   0.001  -0.038   0.001 -314.344   0.001  -0.000   0.001   0.044   0.001
163  38.080  23.943   0.026   0.001  -0.034   0.001 335.452   0.001  -0.000   0.001   0.060   0.001
164  38.066  24.455   0.011   0.001  -0.030   0.001 -291.920   0.001   0.000   0.001   0.041   0.001
165  38.050  24.967   0.030   0.001  -0.032   0.001 -280.398   0.001   0.000   0.001   0.061   0.001
166  38.031  25.479   0.019   0.001  -0.032   0.001 -313.956   0.001   0.000   0.001   0.051   0.001
167  38.011  25.990   0.003   0.001  -0.038   0.001 335.930   0.001   0.000   0.001   0.041   0.001
168  37.988  26.500  -0.017   0.001  -0.042   0.001 317.386   0.001   0.000   0.001   0.025   0.001
169  37.963  27.010  -0.042   0.001  -0.052   0.001 -83.214   0.001   0.000   0.001   0.010   0.001
170  37.936  27.519  -0.021   0.001  -0.048   0.001 -305.452   0.001  -0.000   0.001   0.026   0.001
171  37.906  28.027  -0.015   0.001  -0.048   0.001 -292.383   0.001  -0.000   0.001   0.033   0.001
172  37.875  28.535   0.011   0.001  -0.048   0.001 -289.056   0.001   0.000   0.001   0.059   0.001
173  37.841  29.042   0.055   0.001  -0.048   0.001 -292.722   0.001   0.000   0.001   0.103   0.001
174  38.242  29.086   0.033   0.001  -0.049   0.001 -281.874   0.001   0.000   0.001   0.082   0.001
175  38.462  17.254   0.040   0.001  -0.002   0.001 162.996   0.001  -0.000   0.001   0.041   0.001
176  38.478  17.769   0.029   0.001  -0.001   0.001 149.498   0.001  -0.000   0.001   0.030   0.001
177  38.491  18.284   0.004   0.001  -0.002   0.001 199.802   0.001  -0.000   0.001   0.006   0.001
178  38.502  18.800   0.002   0.001  -0.074   0.001 -279.438   0.001  -0.000   0.001   0.076   0.001
179  38.510  19.316   0.006   0.001  -0.117   0.001 -267.021   0.001  -0.000   0.001   0.123   0.001
180  38.516  19.832   0.012   0.001  -0.077   0.001 -318.917   0.001  -0.000   0.001   0.089   0.001
181  38.520  20.348   0.596   0.001  -0.169   0.001 171.865   0.001   0.000   0.001   0.764   0.001
182  38.522  20.864   0.111   0.001  -0.221   0.001 306.238   0.001  -0.000   0.001   0.332   0.001
183  38.522  21.380   0.111   0.001  -0.219   0.001 306.356   0.001  -0.000   0.001   0.329   0.001
184  38.519  21.896   0.074   0.001  -0.127   0.001 347.193   0.001  -0.000   0.001   0.201   0.001
185  38.514  22.413   0.022   0.001  -0.093   0.001 -322.209   0.001  -0.000   0.001   0.115   0.001
186  38.506  22.928   0.016   0.001  -0.086   0.001 -304.888   0.001  -0.000   0.001   0.102   0.001
187  38.497  23.444   0.023   0.001  -0.077   0.001 -320.730   0.001  -0.000   0.001   0.100   0.001
188  38.485  23.960   0.033   0.001  -0.067   0.001 -346.037   0.001  -0.000   0.001   0.101   0.001
189  38.471  24.475   0.036   0.001  -0.056   0.001 -315.938   0.001  -0.000   0.001   0.092   0.001
190  38.454  24.989   0.037   0.001  -0.048   0.001 -335.451   0.001  -0.000   0.001   0.085   0.001
191  38.436  25.504   0.040   0.001  -0.045   0.001 -302.336   0.001  -0.000   0.001   0.086   0.001
192  38.415  26.017   0.014   0.001  -0.042   0.001 -331.378   0.001   0.000   0.001   0.055   0.001
193  38.392  26.531  -0.032   0.001  -0.049   0.001 -210.051   0.001   0.000   0.001   0.017   0.001
194  38.366  27.043  -0.012   0.001  -0.048   0.001 -281.083   0.001  -0.000   0.001   0.036   0.001
195  38.339  27.555  -0.011   0.001  -0.049   0.001 -275.375   0.001  -0.000   0.001   0.038   0.001
196  38.309  28.066   0.019   0.001  -0.049   0.001 -281.257   0.001   0.000   0.001   0.068   0.001
197  38.277  28.577   0.054   0.001  -0.049   0.001 -288.027   0.001   0.000   0.001   0.102   0.001
198  38.242  29.086   0.033   0.001  -0.049   0.001 -281.874   0.001   0.000   0.001   0.082   0.001
199  38.644  29.131   0.077   0.001  -0.049   0.001 -288.228   0.001   0.000   0.001   0.126   0.001
200  38.867  17.233   0.002   0.001  -0.001   0.001 208.996   0.001  -0.000   0.001   0.003   0.001
201  38.883  17.751   0.015   0.001  -0.001   0.001 128.306   0.001  -0.000   0.001   0.016   0.001
202  38.896  18.269   0.009   0.001  -0.001   0.001 171.658   0.001  -0.000   0.001   0.010   0.001
203  38.907  18.787   0.002   0.001  -0.050   0.001 -282.303   0.001  -0.000   0.001   0.052   0.001
204  38.916  19.306   0.004   0.001  -0.055   0.001 -296.933   0.001  -0.000   0.001   0.059   0.001
205  38.922  19.825   0.011   0.001  -0.076   0.001 -307.512   0.001  -0.000   0.001   0.087   0.001
206  38.926  20.344   0.105   0.001  -0.052   0.001 241.988   0.001  -0.000   0.001   0.157   0.001
207  38.928  20.863   0.096   0.001  -0.052   0.001 259.178   0.001  -0.000   0.001   0.148   0.001
208  38.927  21.382   0.084   0.001  -0.103   0.001 310.888   0.001  -0.000   0.001   0.187   0.001
209  38.924  21.902   0.041   0.001  -0.104   0.001 348.080   0.001  -0.000   0.001   0.145   0.001
